record_type,source_file,source_sr_no,state,constituency,mp_name,house,ida,work_id,work_category,work_type,work_description,recommended_date,sanction_date,completion_date,expenditure_date,consent_date,recommended_amount,sanction_amount,amount_disbursed,fund_disbursed_amount,consent_amount,allocated_amount,work_status,payment_status,vendor_name,calamity_type,calamity_name,image_marker
Works Completed,mplads_synthetic_feed.csv,1751,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP494/2025-2026/100336,Education & School Infrastructure,School Boundary Wall Construction,School Boundary Wall Construction at Darjeeling village ward 19,,,2025-09-21,,,,,753200.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1752,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP494/2025-2026/100336,,School Boundary Wall Construction,School Boundary Wall Construction at Darjeeling village ward 19,,,,2025-03-21,,,,,376600.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1753,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP494/2025-2026/100336,,School Boundary Wall Construction,School Boundary Wall Construction at Darjeeling village ward 19,,,,2025-07-15,,,,,376600.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,1754,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP911/2025-2026/100337,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Darjeeling village ward 11,2024-12-11,,,,,1174000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1755,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP911/2025-2026/100337,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Darjeeling village ward 11,,2024-12-31,,,,,1174000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1756,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP911/2025-2026/100337,"Roads, Bridges and Culverts",Construction of CC Road,Construction of CC Road at Darjeeling village ward 11,,,2026-01-03,,,,,1091900.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1757,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP911/2025-2026/100337,,Construction of CC Road,Construction of CC Road at Darjeeling village ward 11,,,,2025-04-15,,,,,546000.0,,,,Payment Released,M/S INFRASTRUCTURE BUILDERS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1758,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP911/2025-2026/100337,,Construction of CC Road,Construction of CC Road at Darjeeling village ward 11,,,,2025-12-12,,,,,545900.0,,,,Payment Released,M/S INFRASTRUCTURE BUILDERS,,,
Works Recommended,mplads_synthetic_feed.csv,1759,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP723/2025-2026/100338,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Darjeeling village ward 15,2025-01-19,,,,,296000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1760,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP723/2025-2026/100338,Trust and Society,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Darjeeling village ward 15,,2025-03-05,,,,,296000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1761,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP723/2025-2026/100338,,Community Center Renovation for Private Trust,Community Center Renovation for Private Trust at Darjeeling village ward 15,,,,2025-03-05,,,,,281200.0,,,,Payment In-Progress,SHREE GANESH TRADERS,,,
Works Recommended,mplads_synthetic_feed.csv,1762,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100339,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Darjeeling village ward 11,2026-06-30,,,,,253000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1763,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100339,Normal/Others,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Darjeeling village ward 11,,2026-07-29,,,,,253000.0,,,,,Time Estimation,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1764,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP710/2025-2026/100339,,Installation of High Mast Solar Lights,Installation of High Mast Solar Lights at Darjeeling village ward 11,,,,2026-08-15,,,,,10900.0,,,,Payment In-Progress,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,1765,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP196/2025-2026/100340,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Darjeeling village ward 10,2024-05-21,,,,,250000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1766,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP196/2025-2026/100340,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Darjeeling village ward 10,,2024-06-16,,,,,250000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1767,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP196/2025-2026/100340,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Darjeeling village ward 10,,,2025-03-27,,,,,180000.0,,,,,,,,,No
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1768,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP196/2025-2026/100340,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Darjeeling village ward 10,,,,2024-10-05,,,,,180000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1769,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,2026-04-25,,,,,3077000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1770,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,,2026-05-11,,,,,3077000.0,,,,,Sanction,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1771,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,,Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,,,,2026-05-13,,,,,112400.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1772,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,,Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,,,,2026-07-02,,,,,112400.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1773,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,,Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,,,,2026-07-07,,,,,112400.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1774,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP432/2025-2026/100341,,Construction of Small Culvert,Construction of Small Culvert at Darjeeling village ward 19,,,,2026-09-01,,,,,112500.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,1775,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP936/2025-2026/100342,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Darjeeling village ward 13,2024-05-03,,,,,838000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1776,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP936/2025-2026/100342,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Darjeeling village ward 13,,2024-05-27,,,,,838000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1777,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP936/2025-2026/100342,Electrification & Solar Power,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Darjeeling village ward 13,,,2025-05-31,,,,,778200.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1778,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP936/2025-2026/100342,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Darjeeling village ward 13,,,,2024-10-12,,,,,389100.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1779,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP936/2025-2026/100342,,Transformer Installation in Rural Village,Transformer Installation in Rural Village at Darjeeling village ward 13,,,,2025-04-20,,,,,389100.0,,,,Payment Released,ROYAL SUPPLIERS & CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,1780,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP614/2025-2026/100343,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Darjeeling village ward 19,2025-11-20,,,,,818000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1781,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP614/2025-2026/100343,Drinking Water & Sanitation,Deep Tube Well Drilling,Deep Tube Well Drilling at Darjeeling village ward 19,,2025-12-25,,,,,818000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1782,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP614/2025-2026/100343,,Deep Tube Well Drilling,Deep Tube Well Drilling at Darjeeling village ward 19,,,,2026-01-05,,,,,175000.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1783,West Bengal,Darjeeling,Shri Darjeeling Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP614/2025-2026/100343,,Deep Tube Well Drilling,Deep Tube Well Drilling at Darjeeling village ward 19,,,,2026-05-27,,,,,174900.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
MP Allocated Limit,mplads_synthetic_feed.csv,1784,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,,,,,,2024-04-01,,,,,,,,,,50000000.0,,,,,,
Works Recommended,mplads_synthetic_feed.csv,1785,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/100344,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 5,2024-02-20,,,,,286000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1786,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/100344,Drinking Water & Sanitation,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 5,,2024-04-05,,,,,286000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1787,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP444/2025-2026/100344,,Installation of Community RO Drinking Water Plant,Installation of Community RO Drinking Water Plant at Murshidabad village ward 5,,,,2025-08-10,,,,,271700.0,,,,Payment In-Progress,MODERN WATER TECH,,,
Works Recommended,mplads_synthetic_feed.csv,1788,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP599/2025-2026/100345,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 11,2025-07-28,,,,,622000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1789,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP599/2025-2026/100345,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 11,,2025-09-09,,,,,622000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1790,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP599/2025-2026/100345,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 11,,,,2026-02-03,,,,,295400.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1791,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP599/2025-2026/100345,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 11,,,,2026-03-28,,,,,295500.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1792,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP523/2025-2026/100346,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 12,2024-11-24,,,,,1791000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1793,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP523/2025-2026/100346,"Roads, Bridges and Culverts",Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 12,,2024-12-26,,,,,1791000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1794,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP523/2025-2026/100346,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 12,,,,2025-06-03,,,,,567100.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1795,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP523/2025-2026/100346,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 12,,,,2025-08-24,,,,,567100.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1796,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP523/2025-2026/100346,,Construction of Small Culvert,Construction of Small Culvert at Murshidabad village ward 12,,,,2026-05-31,,,,,567200.0,,,,Payment In-Progress,BHARAT WORKS & CO,,,
Works Recommended,mplads_synthetic_feed.csv,1797,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP304/2025-2026/100347,Normal/Others,Construction of Community Hall,Construction of Community Hall at Murshidabad village ward 5,2026-01-15,,,,,1066000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1798,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP304/2025-2026/100347,Normal/Others,Construction of Community Hall,Construction of Community Hall at Murshidabad village ward 5,,2026-01-30,,,,,1066000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1799,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP304/2025-2026/100347,,Construction of Community Hall,Construction of Community Hall at Murshidabad village ward 5,,,,2026-01-31,,,,,506400.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1800,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP304/2025-2026/100347,,Construction of Community Hall,Construction of Community Hall at Murshidabad village ward 5,,,,2026-06-29,,,,,506300.0,,,,Payment In-Progress,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1801,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,2026-01-27,,,,,1927000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1802,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,,2026-03-12,,,,,1927000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1803,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,"Roads, Bridges and Culverts",Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,,,2026-09-01,,,,,1883800.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1804,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,,,,2026-04-05,,,,,627900.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1805,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,,,,2026-06-14,,,,,627900.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1806,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP560/2025-2026/100348,,Repair of PWD Connecting Road,Repair of PWD Connecting Road at Murshidabad village ward 18,,,,2026-08-31,,,,,628000.0,,,,Payment Released,RAMA CONSTRUCTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1807,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP361/2025-2026/100349,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 1,2026-03-19,,,,,418000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1808,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP361/2025-2026/100349,Repair and Renovation,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 1,,2026-04-15,,,,,418000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1809,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP361/2025-2026/100349,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 1,,,,2026-06-03,,,,,173800.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1810,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP361/2025-2026/100349,,Renovation of Old Primary School Building,Renovation of Old Primary School Building at Murshidabad village ward 1,,,,2026-07-27,,,,,173700.0,,,,Payment In-Progress,JAI HO CONTRACTORS,,,
Works Recommended,mplads_synthetic_feed.csv,1811,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP119/2025-2026/100350,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Murshidabad village ward 11,2025-01-30,,,,,677000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1812,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP119/2025-2026/100350,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Murshidabad village ward 11,,2025-02-23,,,,,677000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1813,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP119/2025-2026/100350,Electrification & Solar Power,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Murshidabad village ward 11,,,2025-12-25,,,,,657100.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1814,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP119/2025-2026/100350,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Murshidabad village ward 11,,,,2025-04-14,,,,,328600.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1815,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP119/2025-2026/100350,,Supply & Installation of Solar Street Lights,Supply & Installation of Solar Street Lights at Murshidabad village ward 11,,,,2025-11-30,,,,,328500.0,,,,Payment Released,NEW TECH SOLAR SOLUTIONS,,,
Works Recommended,mplads_synthetic_feed.csv,1816,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP140/2025-2026/100351,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Murshidabad village ward 12,2024-12-07,,,,,241000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1817,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP140/2025-2026/100351,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Murshidabad village ward 12,,2025-01-17,,,,,241000.0,,,,,Work Completed,,,,,
Works Completed,mplads_synthetic_feed.csv,1818,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP140/2025-2026/100351,Bar and Associations,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Murshidabad village ward 12,,,2025-07-28,,,,,219100.0,,,,,,,,,Yes
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1819,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP140/2025-2026/100351,,E-Library Extension in District Bar Association Building,E-Library Extension in District Bar Association Building at Murshidabad village ward 12,,,,2025-05-25,,,,,219100.0,,,,Payment Released,A TO Z ASSOCIATES,,,
Works Recommended,mplads_synthetic_feed.csv,1820,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP740/2025-2026/100352,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Murshidabad village ward 8,2026-04-14,,,,,1292000.0,,,,,,,,,,,
Works Sanctioned,mplads_synthetic_feed.csv,1821,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP740/2025-2026/100352,Public Health & Community Centers,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Murshidabad village ward 8,,2026-04-25,,,,,1292000.0,,,,,Work in Progress,,,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1822,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP740/2025-2026/100352,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Murshidabad village ward 8,,,,2026-05-16,,,,,188000.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
Expenditure on Completed & On-going Works,mplads_synthetic_feed.csv,1823,West Bengal,Murshidabad,Shri Murshidabad Representative,Lok Sabha,WEST BENGAL DISTRICT MAGISTRATE IDA,WS/MP740/2025-2026/100352,,Supply of Ambulance to Sub-District Hospital,Supply of Ambulance to Sub-District Hospital at Murshidabad village ward 8,,,,2026-07-02,,,,,188000.0,,,,Payment In-Progress,NATIONAL INFRA PROJECTS,,,
